date,total_rides,member_rides,casual_rides,electric_rides,classic_rides,rush_hour_rides,avg_duration,median_duration,unique_stations,pct_member,pct_casual,pct_electric,pct_rush_hour,day_of_week,day_name,month,year,is_weekend,season,AWND,PRCP,SNOW,TMAX,TMIN,TAVG,is_rainy,is_snowy,is_bad_weather
2025-09-08,175322,147661,27661,119582,55740,60565,12.4,9.25,2110,84.22,15.78,68.21,34.55,0,Monday,9,2025,0,Fall,1.4,0.0,0.0,22.8,13.3,18.05,0.0,0.0,0.0
2025-09-09,187139,159362,27777,127655,59484,65939,12.32,9.34,2109,85.16,14.84,68.21,35.24,1,Tuesday,9,2025,0,Fall,3.0,0.0,0.0,22.8,14.4,18.6,0.0,0.0,0.0
2025-09-10,159859,136421,23438,111085,48774,52977,11.85,9.01,2104,85.34,14.66,69.49,33.14,2,Wednesday,9,2025,0,Fall,2.7,2.0,0.0,22.8,15.6,19.2,1.0,0.0,1.0
2025-09-11,199197,165054,34143,137150,62047,66098,12.74,9.63,2103,82.86,17.14,68.85,33.18,3,Thursday,9,2025,0,Fall,1.5,0.0,0.0,26.1,16.1,21.1,0.0,0.0,0.0
2025-09-12,199298,159393,39905,141771,57527,58660,12.99,9.78,2099,79.98,20.02,71.14,29.43,4,Friday,9,2025,0,Fall,1.3,0.0,0.0,25.6,17.2,21.4,0.0,0.0,0.0
2025-09-13,194361,141707,52654,139141,55220,0,14.7,10.96,2090,72.91,27.09,71.59,0.0,5,Saturday,9,2025,1,Fall,1.0,0.0,0.0,25.0,17.8,21.4,0.0,0.0,0.0
2025-09-14,172977,128506,44471,121039,51938,0,14.3,10.45,2098,74.29,25.71,69.97,0.0,6,Sunday,9,2025,1,Fall,0.4,0.0,0.0,27.2,17.8,22.5,0.0,0.0,0.0
2025-09-15,175526,148159,27367,118599,56927,60758,12.19,9.13,2105,84.41,15.59,67.57,34.61,0,Monday,9,2025,0,Fall,2.2,0.0,0.0,26.1,18.9,22.5,0.0,0.0,0.0
2025-09-16,185425,158417,27008,126964,58461,64847,12.05,9.14,2105,85.43,14.57,68.47,34.97,1,Tuesday,9,2025,0,Fall,3.1,0.0,0.0,23.3,18.9,21.1,0.0,0.0,0.0
2025-09-17,168827,145794,23033,117906,50921,61519,11.5,8.85,2105,86.36,13.64,69.84,36.44,2,Wednesday,9,2025,0,Fall,3.6,0.0,0.0,21.1,17.2,19.15,0.0,0.0,0.0
2025-09-18,198651,165895,32756,139611,59040,66288,12.52,9.53,2108,83.51,16.49,70.28,33.37,3,Thursday,9,2025,0,Fall,0.9,0.3,0.0,28.3,17.8,23.05,0.0,0.0,0.0
2025-09-19,200973,162042,38931,143945,57028,58533,12.83,9.66,2103,80.63,19.37,71.62,29.12,4,Friday,9,2025,0,Fall,1.8,0.0,0.0,28.9,20.0,24.45,0.0,0.0,0.0
2025-09-20,189511,138641,50870,134742,54769,0,14.63,11.01,2090,73.16,26.84,71.1,0.0,5,Saturday,9,2025,1,Fall,2.8,0.0,0.0,22.8,16.1,19.450000000000003,0.0,0.0,0.0
2025-09-21,160870,120407,40463,113211,47659,0,14.08,10.4,2084,74.85,25.15,70.37,0.0,6,Sunday,9,2025,1,Fall,1.9,0.0,0.0,21.7,14.4,18.05,0.0,0.0,0.0
2025-09-22,167432,140887,26545,115518,51914,56740,12.05,9.05,2096,84.15,15.85,68.99,33.89,0,Monday,9,2025,0,Fall,0.8,0.0,0.0,22.8,13.9,18.35,0.0,0.0,0.0
2025-09-23,178232,147995,30237,124080,54152,58282,12.41,9.35,2095,83.04,16.96,69.62,32.7,1,Tuesday,9,2025,0,Fall,1.4,0.0,0.0,28.3,18.3,23.3,0.0,0.0,0.0
2025-09-24,171755,144653,27102,120182,51573,58796,11.91,9.06,2097,84.22,15.78,69.97,34.23,2,Wednesday,9,2025,0,Fall,1.2,2.0,0.0,26.7,21.1,23.9,1.0,0.0,1.0
2025-09-25,147708,125869,21839,107001,40707,51371,11.38,8.78,2099,85.21,14.79,72.44,34.78,3,Thursday,9,2025,0,Fall,1.3,6.9,0.0,25.0,21.1,23.05,1.0,0.0,1.0
2025-09-26,201367,162503,38864,144169,57198,58522,12.73,9.6,2109,80.7,19.3,71.6,29.06,4,Friday,9,2025,0,Fall,1.2,0.0,0.0,27.8,20.0,23.9,0.0,0.0,0.0
2025-09-27,185049,136967,48082,132680,52369,0,14.28,10.64,2102,74.02,25.98,71.7,0.0,5,Saturday,9,2025,1,Fall,0.5,0.3,0.0,26.1,18.9,22.5,0.0,0.0,0.0
2025-09-28,165431,124927,40504,116046,49385,0,14.21,10.37,2103,75.52,24.48,70.15,0.0,6,Sunday,9,2025,1,Fall,0.9,2.5,0.0,28.3,17.8,23.05,1.0,0.0,1.0
2025-09-29,175791,149413,26378,120517,55274,59971,12.03,8.98,2120,84.99,15.01,68.56,34.11,0,Monday,9,2025,0,Fall,1.8,0.0,0.0,25.6,19.4,22.5,0.0,0.0,0.0
2025-09-30,192253,164299,27954,131740,60513,66909,12.13,9.22,2114,85.46,14.54,68.52,34.8,1,Tuesday,9,2025,0,Fall,2.0,0.0,0.0,27.2,17.8,22.5,0.0,0.0,0.0
2025-10-01,185574,158909,26665,127469,58105,63699,11.78,8.89,2127,85.63,14.37,68.69,34.33,2,Wednesday,10,2025,0,Fall,3.4,0.0,0.0,20.6,13.3,16.950000000000003,0.0,0.0,0.0
2025-10-02,169560,142575,26985,116937,52623,53669,11.72,8.8,2122,84.09,15.91,68.96,31.65,3,Thursday,10,2025,0,Fall,2.1,0.0,0.0,18.9,11.7,15.299999999999999,0.0,0.0,0.0
2025-10-03,186207,152540,33667,131539,54668,55041,12.28,9.21,2132,81.92,18.08,70.64,29.56,4,Friday,10,2025,0,Fall,1.1,0.0,0.0,21.7,12.2,16.95,0.0,0.0,0.0
2025-10-04,187440,138717,48723,133261,54179,0,14.42,10.74,2123,74.01,25.99,71.1,0.0,5,Saturday,10,2025,1,Fall,0.7,0.0,0.0,27.8,14.4,21.1,0.0,0.0,0.0
2025-10-05,168448,126420,42028,116660,51788,0,14.21,10.39,2109,75.05,24.95,69.26,0.0,6,Sunday,10,2025,1,Fall,0.3,0.0,0.0,28.9,17.8,23.35,0.0,0.0,0.0
2025-10-06,173262,146589,26673,116794,56468,59769,12.15,8.99,2123,84.61,15.39,67.41,34.5,0,Monday,10,2025,0,Fall,1.3,0.0,0.0,26.7,17.8,22.25,0.0,0.0,0.0
2025-10-07,186403,159081,27322,126165,60238,65222,12.01,9.1,2125,85.34,14.66,67.68,34.99,1,Tuesday,10,2025,0,Fall,1.7,0.0,0.0,26.7,18.9,22.799999999999997,0.0,0.0,0.0
2025-10-08,146874,126050,20824,102453,44421,45214,11.36,8.55,2120,85.82,14.18,69.76,30.78,2,Wednesday,10,2025,0,Fall,2.2,6.9,0.0,22.2,13.3,17.75,1.0,0.0,1.0
2025-10-09,172738,147160,25578,119120,53618,58925,11.48,8.66,2125,85.19,14.81,68.96,34.11,3,Thursday,10,2025,0,Fall,3.0,0.0,0.0,15.0,8.9,11.95,0.0,0.0,0.0
2025-10-10,170048,139493,30555,121076,48972,48694,12.01,8.93,2130,82.03,17.97,71.2,28.64,4,Friday,10,2025,0,Fall,1.4,0.0,0.0,16.7,7.8,12.25,0.0,0.0,0.0
2025-10-11,120079,92837,27242,87933,32146,0,12.53,9.33,2112,77.31,22.69,73.23,0.0,5,Saturday,10,2025,1,Fall,2.3,2.3,0.0,17.8,14.4,16.1,1.0,0.0,1.0
2025-10-12,75527,59998,15529,54335,21192,0,11.16,8.09,2081,79.44,20.56,71.94,0.0,6,Sunday,10,2025,1,Fall,5.2,16.8,0.0,17.2,12.8,15.0,1.0,0.0,1.0
2025-10-13,60796,53988,6808,43652,17144,17092,9.38,7.05,2072,88.8,11.2,71.8,28.11,0,Monday,10,2025,0,Fall,5.5,22.9,0.0,14.4,11.7,13.05,1.0,0.0,1.0
2025-10-14,148104,129483,18621,103331,44773,50620,11.19,8.45,2129,87.43,12.57,69.77,34.18,1,Tuesday,10,2025,0,Fall,3.0,0.0,0.0,16.1,11.7,13.9,0.0,0.0,0.0
2025-10-15,172082,147843,24239,120547,51535,59427,11.78,8.87,2131,85.91,14.09,70.05,34.53,2,Wednesday,10,2025,0,Fall,1.8,0.0,0.0,20.0,11.1,15.55,0.0,0.0,0.0
2025-10-16,163178,139984,23194,115249,47929,55232,11.41,8.63,2132,85.79,14.21,70.63,33.85,3,Thursday,10,2025,0,Fall,2.3,0.0,0.0,16.1,7.8,11.950000000000001,0.0,0.0,0.0
2025-10-17,169369,140216,29153,122376,46993,49894,11.88,8.91,2130,82.79,17.21,72.25,29.46,4,Friday,10,2025,0,Fall,2.0,0.0,0.0,17.2,8.3,12.75,0.0,0.0,0.0
2025-10-18,168537,126376,42161,120940,47597,0,13.94,10.26,2131,74.98,25.02,71.76,0.0,5,Saturday,10,2025,1,Fall,0.8,0.0,0.0,18.3,8.9,13.600000000000001,0.0,0.0,0.0
2025-10-19,154765,117539,37226,110301,44464,0,13.64,10.0,2131,75.95,24.05,71.27,0.0,6,Sunday,10,2025,1,Fall,2.1,0.0,0.0,21.1,12.8,16.950000000000003,0.0,0.0,0.0
2025-10-20,118940,104268,14672,73759,45181,39450,11.17,8.27,2119,87.66,12.34,62.01,33.17,0,Monday,10,2025,0,Fall,3.0,0.3,0.0,20.0,12.2,16.1,0.0,0.0,0.0
2025-10-21,167951,144722,23229,115168,52783,58553,11.68,8.81,2124,86.17,13.83,68.57,34.86,1,Tuesday,10,2025,0,Fall,1.9,0.8,0.0,18.9,10.0,14.45,0.0,0.0,0.0
2025-10-22,163097,142015,21082,114888,48209,56268,11.24,8.61,2127,87.07,12.93,70.44,34.5,2,Wednesday,10,2025,0,Fall,2.4,6.9,0.0,16.7,11.7,14.2,1.0,0.0,1.0
2025-10-23,162176,140096,22080,115737,46439,54585,11.2,8.5,2133,86.39,13.61,71.37,33.66,3,Thursday,10,2025,0,Fall,2.2,0.0,0.0,15.6,10.0,12.8,0.0,0.0,0.0
2025-10-24,163798,136451,27347,119632,44166,48417,11.57,8.7,2134,83.3,16.7,73.04,29.56,4,Friday,10,2025,0,Fall,2.3,0.0,0.0,15.0,7.8,11.4,0.0,0.0,0.0
2025-10-25,147998,114303,33695,108248,39750,0,12.99,9.59,2124,77.23,22.77,73.14,0.0,5,Saturday,10,2025,1,Fall,1.7,0.0,0.0,14.4,7.2,10.8,0.0,0.0,0.0
2025-10-26,133074,103946,29128,95431,37643,0,12.85,9.33,2122,78.11,21.89,71.71,0.0,6,Sunday,10,2025,1,Fall,1.7,0.0,0.0,15.0,8.9,11.95,0.0,0.0,0.0
2025-10-27,141402,123064,18338,99469,41933,48367,10.96,8.17,2130,87.03,12.97,70.34,34.21,0,Monday,10,2025,0,Fall,2.1,0.0,0.0,12.8,6.1,9.45,0.0,0.0,0.0
2025-10-28,146879,130168,16711,104327,42552,52677,10.71,8.16,2134,88.62,11.38,71.03,35.86,1,Tuesday,10,2025,0,Fall,4.2,0.0,0.0,12.2,6.1,9.149999999999999,0.0,0.0,0.0
2025-10-29,156209,137219,18990,111570,44639,54026,10.93,8.33,2120,87.84,12.16,71.42,34.59,2,Wednesday,10,2025,0,Fall,3.9,0.5,0.0,13.3,8.9,11.100000000000001,0.0,0.0,0.0
2025-10-30,76188,67123,9065,57357,18831,29076,10.38,7.93,2054,88.1,11.9,75.28,38.16,3,Thursday,10,2025,0,Fall,3.7,46.5,0.0,17.2,10.0,13.6,1.0,0.0,1.0
2025-10-31,156807,130449,26358,116951,39856,42361,11.3,8.56,2091,83.19,16.81,74.58,27.01,4,Friday,10,2025,0,Fall,4.2,0.0,0.0,14.4,10.6,12.5,0.0,0.0,0.0
2025-11-01,148899,112815,36084,109547,39352,0,12.91,9.68,2081,75.77,24.23,73.57,0.0,5,Saturday,11,2025,1,Fall,3.5,0.0,0.0,14.4,8.9,11.65,0.0,0.0,0.0
2025-11-02,146356,109678,36678,104684,41672,0,13.43,9.92,2085,74.94,25.06,71.53,0.0,6,Sunday,11,2025,1,Fall,0.9,0.0,0.0,15.0,6.1,10.55,0.0,0.0,0.0
2025-11-03,138183,120026,18157,96563,41620,47220,11.21,8.36,2122,86.86,13.14,69.88,34.17,0,Monday,11,2025,0,Fall,1.3,1.0,0.0,15.0,10.0,12.5,0.0,0.0,0.0
2025-11-04,151332,132073,19259,106941,44391,49882,11.15,8.33,2130,87.27,12.73,70.67,32.96,1,Tuesday,11,2025,0,Fall,3.7,0.0,0.0,15.0,8.3,11.65,0.0,0.0,0.0
2025-11-05,158532,138253,20279,112444,46088,53386,11.29,8.58,2132,87.21,12.79,70.93,33.68,2,Wednesday,11,2025,0,Fall,2.2,0.0,0.0,18.9,8.9,13.899999999999999,0.0,0.0,0.0
2025-11-06,145006,126684,18322,103998,41008,48398,10.65,8.11,2125,87.36,12.64,71.72,33.38,3,Thursday,11,2025,0,Fall,3.3,0.0,0.0,13.9,5.6,9.75,0.0,0.0,0.0
2025-11-07,150053,126637,23416,109775,40278,42850,11.22,8.43,2133,84.39,15.61,73.16,28.56,4,Friday,11,2025,0,Fall,1.3,0.0,0.0,16.1,5.0,10.55,0.0,0.0,0.0
2025-11-08,154049,116780,37269,111684,42365,0,13.94,10.22,2129,75.81,24.19,72.5,0.0,5,Saturday,11,2025,1,Fall,1.9,4.1,0.0,18.3,12.2,15.25,1.0,0.0,1.0
2025-11-09,96552,77600,18952,69697,26855,0,11.72,8.58,2114,80.37,19.63,72.19,0.0,6,Sunday,11,2025,1,Fall,1.4,4.8,0.0,17.2,12.2,14.7,1.0,0.0,1.0
2025-11-10,106287,95370,10917,74562,31725,39177,10.05,7.6,2121,89.73,10.27,70.15,36.86,0,Monday,11,2025,0,Fall,2.8,5.6,0.0,15.0,1.7,8.35,1.0,0.0,1.0
2025-11-11,96316,87358,8958,68886,27430,30402,9.64,7.38,2091,90.7,9.3,71.52,31.56,1,Tuesday,11,2025,0,Fall,4.2,0.0,0.0,5.0,0.6,2.8,0.0,0.0,0.0
2025-11-12,124445,112230,12215,88626,35819,43392,10.3,7.9,2122,90.18,9.82,71.22,34.87,2,Wednesday,11,2025,0,Fall,2.4,0.0,0.0,10.0,3.3,6.65,0.0,0.0,0.0
2025-11-13,129511,115313,14198,93491,36020,44067,10.47,8.01,2122,89.04,10.96,72.19,34.03,3,Thursday,11,2025,0,Fall,3.2,0.3,0.0,10.6,5.6,8.1,0.0,0.0,0.0
2025-11-14,136556,117431,19125,99170,37386,39400,10.71,8.1,2132,85.99,14.01,72.62,28.85,4,Friday,11,2025,0,Fall,2.5,0.0,0.0,10.6,4.4,7.5,0.0,0.0,0.0
2025-11-15,116698,94670,22028,83569,33129,0,11.65,8.68,2130,81.12,18.88,71.61,0.0,5,Saturday,11,2025,1,Fall,1.3,1.8,0.0,10.0,4.4,7.2,1.0,0.0,1.0
2025-11-16,97413,81134,16279,68769,28644,0,11.14,8.2,2109,83.29,16.71,70.6,0.0,6,Sunday,11,2025,1,Fall,4.7,1.5,0.0,13.3,5.0,9.15,1.0,0.0,1.0
2025-11-17,103959,94468,9491,72310,31649,36802,9.77,7.45,2114,90.87,9.13,69.56,35.4,0,Monday,11,2025,0,Fall,4.8,0.0,0.0,6.7,2.8,4.75,0.0,0.0,0.0
2025-11-18,119883,108796,11087,84979,34904,41895,10.22,7.8,2128,90.75,9.25,70.88,34.95,1,Tuesday,11,2025,0,Fall,2.7,0.0,0.0,7.2,2.8,5.0,0.0,0.0,0.0
2025-11-19,106806,95618,11188,78728,28078,30376,10.17,7.74,2120,89.52,10.48,73.71,28.44,2,Wednesday,11,2025,0,Fall,1.5,4.3,0.0,8.3,3.9,6.1000000000000005,1.0,0.0,1.0
2025-11-20,129075,115119,13956,94243,34832,42276,10.4,7.94,2133,89.19,10.81,73.01,32.75,3,Thursday,11,2025,0,Fall,1.3,0.0,0.0,8.3,3.3,5.800000000000001,0.0,0.0,0.0
2025-11-21,134867,116454,18413,100643,34224,38315,10.73,8.1,2140,86.35,13.65,74.62,28.41,4,Friday,11,2025,0,Fall,1.6,0.0,0.0,11.1,6.7,8.9,0.0,0.0,0.0
2025-11-22,105184,86159,19025,77901,27283,0,11.46,8.58,2121,81.91,18.09,74.06,0.0,5,Saturday,11,2025,1,Fall,1.4,5.1,0.0,11.1,4.4,7.75,1.0,0.0,1.0
2025-11-23,92726,77212,15514,66595,26131,0,11.01,8.11,2125,83.27,16.73,71.82,0.0,6,Sunday,11,2025,1,Fall,1.5,0.0,0.0,9.4,2.2,5.800000000000001,0.0,0.0,0.0
2025-11-24,115967,102272,13695,81410,34557,37037,10.76,7.97,2141,88.19,11.81,70.2,31.94,0,Monday,11,2025,0,Fall,1.7,0.0,0.0,11.1,6.1,8.6,0.0,0.0,0.0
2025-11-25,86106,76519,9587,62283,23823,25816,10.26,7.71,2117,88.87,11.13,72.33,29.98,1,Tuesday,11,2025,0,Fall,1.4,18.8,0.0,14.4,7.8,11.1,1.0,0.0,1.0
2025-11-26,102219,87799,14420,74254,27965,27528,11.44,8.44,2128,85.89,14.11,72.64,26.93,2,Wednesday,11,2025,0,Fall,2.9,3.0,0.0,15.0,9.4,12.2,1.0,0.0,1.0
2025-11-27,45062,36093,8969,32766,12296,6996,11.76,7.9,2084,80.1,19.9,72.71,15.53,3,Thursday,11,2025,0,Fall,3.7,0.0,0.0,9.4,2.2,5.800000000000001,0.0,0.0,0.0
2025-11-28,53637,45491,8146,38591,15046,10649,10.31,7.33,2101,84.81,15.19,71.95,19.85,4,Friday,11,2025,0,Fall,3.2,0.0,0.0,6.1,0.6,3.3499999999999996,0.0,0.0,0.0
2025-11-29,64306,53414,10892,46533,17773,0,11.15,7.89,2111,83.06,16.94,72.36,0.0,5,Saturday,11,2025,1,Fall,2.7,0.0,0.0,5.6,0.0,2.8,0.0,0.0,0.0
2025-11-30,48380,42473,5907,35066,13314,0,9.41,6.96,2071,87.79,12.21,72.48,0.0,6,Sunday,11,2025,1,Fall,1.9,2.8,0.0,8.3,2.8,5.550000000000001,1.0,0.0,1.0
2025-12-01,100413,91647,8766,70913,29500,35085,10.06,7.64,2144,91.27,8.73,70.62,34.94,0,Monday,12,2025,0,Winter,2.4,0.0,0.0,6.1,1.1,3.5999999999999996,0.0,0.0,0.0
2025-12-02,64729,60053,4676,47538,17191,29280,9.3,7.14,2094,92.78,7.22,73.44,45.23,1,Tuesday,12,2025,0,Winter,2.6,19.8,0.0,4.4,1.1,2.75,1.0,0.0,1.0
2025-12-03,103846,94338,9508,74403,29443,35679,10.18,7.76,2137,90.84,9.16,71.65,34.36,2,Wednesday,12,2025,0,Winter,2.8,0.0,0.0,5.0,-0.6,2.2,0.0,0.0,0.0
2025-12-04,99570,90828,8742,71169,28401,34761,9.78,7.54,2123,91.22,8.78,71.48,34.91,3,Thursday,12,2025,0,Winter,2.6,0.0,0.0,5.0,-4.4,0.2999999999999998,0.0,0.0,0.0
2025-12-05,87522,79152,8370,63665,23857,26402,9.38,7.22,2121,90.44,9.56,72.74,30.17,4,Friday,12,2025,0,Winter,2.4,0.0,0.0,0.0,-6.7,-3.35,0.0,0.0,0.0
2025-12-06,88556,75654,12902,64107,24449,0,10.74,8.13,2111,85.43,14.57,72.39,0.0,5,Saturday,12,2025,1,Winter,1.7,0.5,0.0,5.6,-1.1,2.25,0.0,0.0,0.0
2025-12-07,81400,70339,11061,57453,23947,0,10.6,7.84,2119,86.41,13.59,70.58,0.0,6,Sunday,12,2025,1,Winter,1.7,0.0,0.0,6.1,1.1,3.5999999999999996,0.0,0.0,0.0
2025-12-08,79256,73522,5734,55590,23666,28107,9.23,7.09,2117,92.77,7.23,70.14,35.46,0,Monday,12,2025,0,Winter,3.6,0.0,0.0,3.3,-5.6,-1.15,0.0,0.0,0.0
2025-12-09,87151,80588,6563,61666,25485,30611,9.49,7.31,2097,92.47,7.53,70.76,35.12,1,Tuesday,12,2025,0,Winter,2.1,0.0,0.0,1.7,-7.2,-2.75,0.0,0.0,0.0
2025-12-10,88727,81175,7552,63826,24901,26952,9.86,7.56,2116,91.49,8.51,71.94,30.38,2,Wednesday,12,2025,0,Winter,3.1,1.8,0.0,8.3,0.0,4.15,1.0,0.0,1.0
2025-12-11,91921,83953,7968,65930,25991,31314,9.68,7.46,2117,91.33,8.67,71.72,34.07,3,Thursday,12,2025,0,Winter,4.8,0.0,0.0,5.0,-2.2,1.4,0.0,0.0,0.0
2025-12-12,91239,82026,9213,66989,24250,26953,9.65,7.37,2127,89.9,10.1,73.42,29.54,4,Friday,12,2025,0,Winter,3.6,0.0,0.0,1.7,-3.9,-1.1,0.0,0.0,0.0
2025-12-13,86816,73824,12992,63921,22895,0,10.79,8.11,2114,85.04,14.96,73.63,0.0,5,Saturday,12,2025,1,Winter,1.8,0.8,0.0,5.0,-2.8,1.1,0.0,0.0,0.0
2025-12-14,24071,21664,2407,18291,5780,0,10.08,7.68,1839,90.0,10.0,75.99,0.0,6,Sunday,12,2025,1,Winter,3.0,13.0,74.0,0.6,-7.2,-3.3000000000000003,1.0,1.0,1.0
2025-12-15,52810,49338,3472,38362,14448,17716,9.55,7.43,2004,93.43,6.57,72.64,33.55,0,Monday,12,2025,0,Winter,4.0,0.0,0.0,-1.7,-7.2,-4.45,0.0,0.0,0.0
2025-12-16,70630,65425,5205,51508,19122,24003,9.76,7.57,2066,92.63,7.37,72.93,33.98,1,Tuesday,12,2025,0,Winter,2.4,0.0,0.0,0.0,-4.4,-2.2,0.0,0.0,0.0
2025-12-17,90078,82099,7979,66064,24014,29380,10.18,7.8,2106,91.14,8.86,73.34,32.62,2,Wednesday,12,2025,0,Winter,2.3,0.0,0.0,8.3,-1.1,3.6000000000000005,0.0,0.0,0.0
2025-12-18,105138,93693,11445,77513,27625,32408,10.64,8.13,2134,89.11,10.89,73.73,30.82,3,Thursday,12,2025,0,Winter,2.0,0.5,0.0,10.0,2.2,6.1,0.0,0.0,0.0
2025-12-19,62212,54872,7340,47717,14495,13787,9.64,7.25,2102,88.2,11.8,76.7,22.16,4,Friday,12,2025,0,Winter,4.6,29.5,0.0,14.4,0.0,7.2,1.0,0.0,1.0
2025-12-20,71014,60436,10578,52557,18457,0,10.61,7.81,2115,85.1,14.9,74.01,0.0,5,Saturday,12,2025,1,Winter,3.1,0.0,0.0,3.3,-1.1,1.0999999999999999,0.0,0.0,0.0
2025-12-21,57614,49204,8410,41818,15796,0,10.53,7.61,2098,85.4,14.6,72.58,0.0,6,Sunday,12,2025,1,Winter,4.1,0.0,0.0,7.8,-1.7,3.05,0.0,0.0,0.0
2025-12-22,68326,61332,6994,49148,19178,19232,9.81,7.28,2135,89.76,10.24,71.93,28.15,0,Monday,12,2025,0,Winter,3.0,0.0,0.0,3.9,-2.2,0.8499999999999999,0.0,0.0,0.0
2025-12-23,48266,43382,4884,35836,12430,12733,9.57,7.1,2093,89.88,10.12,74.25,26.38,1,Tuesday,12,2025,0,Winter,1.8,5.6,0.0,4.4,1.7,3.0500000000000003,1.0,0.0,1.0
2025-12-24,50725,43997,6728,36934,13791,9858,10.24,7.24,2092,86.74,13.26,72.81,19.43,2,Wednesday,12,2025,0,Winter,3.6,0.0,0.0,7.8,1.7,4.75,0.0,0.0,0.0
2025-12-25,25426,20222,5204,18484,6942,4109,12.63,7.87,2025,79.53,20.47,72.7,16.16,3,Thursday,12,2025,0,Winter,2.8,0.0,0.0,9.4,-1.7,3.85,0.0,0.0,0.0
2025-12-26,30005,26730,3275,21520,8485,6262,9.24,6.66,2035,89.09,10.91,71.72,20.87,4,Friday,12,2025,0,Winter,2.2,6.9,43.0,-1.7,-6.7,-4.2,1.0,1.0,1.0
2025-12-27,12788,11358,1430,9559,3229,0,10.32,7.68,1789,88.82,11.18,74.75,0.0,5,Saturday,12,2025,1,Winter,2.9,5.6,66.0,-0.6,-3.9,-2.25,1.0,1.0,1.0
2025-12-28,23377,20808,2569,17090,6287,0,10.02,7.38,1931,89.01,10.99,73.11,0.0,6,Sunday,12,2025,1,Winter,1.5,0.0,0.0,3.9,-5.6,-0.8499999999999999,0.0,0.0,0.0
2025-12-29,41000,36876,4124,29890,11110,11643,9.72,7.15,2065,89.94,10.06,72.9,28.4,0,Monday,12,2025,0,Winter,3.0,2.0,0.0,9.4,-0.6,4.4,1.0,0.0,1.0
2025-12-30,49062,44182,4880,35841,13221,12034,9.42,6.96,2065,90.05,9.95,73.05,24.53,1,Tuesday,12,2025,0,Winter,5.7,0.0,0.0,0.6,-2.8,-1.0999999999999999,0.0,0.0,0.0
2025-12-31,50738,44463,6275,37551,13187,10096,9.72,7.04,2082,87.63,12.37,74.01,19.9,2,Wednesday,12,2025,0,Winter,3.2,0.0,0.0,0.6,-2.8,-1.0999999999999999,0.0,0.0,0.0
2026-01-01,27813,23643,4170,20794,7019,4258,9.87,7.05,1973,85.01,14.99,74.76,15.31,3,Thursday,1,2026,0,Winter,4.3,0.5,13.0,2.2,-5.6,-1.6999999999999997,0.0,1.0,1.0
2026-01-02,45806,41124,4682,32972,12834,10776,9.25,6.78,2048,89.78,10.22,71.98,23.53,4,Friday,1,2026,0,Winter,2.8,0.0,0.0,-1.1,-6.7,-3.9000000000000004,0.0,0.0,0.0
2026-01-03,46584,41064,5520,34062,12522,0,9.59,7.03,2056,88.15,11.85,73.12,0.0,5,Saturday,1,2026,1,Winter,2.5,0.0,0.0,-1.1,-5.0,-3.05,0.0,0.0,0.0
2026-01-04,49737,43980,5757,36061,13676,0,9.8,7.13,2061,88.43,11.57,72.5,0.0,6,Sunday,1,2026,1,Winter,2.2,0.0,0.0,1.7,-3.3,-0.7999999999999999,0.0,0.0,0.0
2026-01-05,72156,66884,5272,51265,20891,26155,9.44,7.19,2114,92.69,7.31,71.05,36.25,0,Monday,1,2026,0,Winter,1.7,0.0,0.0,3.9,-1.7,1.1,0.0,0.0,0.0
2026-01-06,85910,79540,6370,61824,24086,31931,9.82,7.48,2136,92.59,7.41,71.96,37.17,1,Tuesday,1,2026,0,Winter,1.8,0.3,0.0,5.6,1.7,3.65,0.0,0.0,0.0
2026-01-07,97601,89236,8365,70482,27119,34216,10.23,7.77,2146,91.43,8.57,72.21,35.06,2,Wednesday,1,2026,0,Winter,2.6,0.3,0.0,9.4,2.8,6.1,0.0,0.0,0.0
2026-01-08,106332,96224,10108,76600,29732,36698,10.5,7.93,2147,90.49,9.51,72.04,34.51,3,Thursday,1,2026,0,Winter,2.5,0.0,0.0,10.0,5.6,7.8,0.0,0.0,0.0
2026-01-09,100481,89708,10773,73797,26684,29108,10.23,7.76,2149,89.28,10.72,73.44,28.97,4,Friday,1,2026,0,Winter,0.8,0.3,0.0,12.2,3.9,8.049999999999999,0.0,0.0,0.0
2026-01-10,54754,47244,7510,40083,14671,0,9.93,7.45,2082,86.28,13.72,73.21,0.0,5,Saturday,1,2026,1,Winter,,9.4,0.0,11.1,3.9,7.5,1.0,0.0,1.0
2026-01-11,76644,66279,10365,54455,22189,0,10.7,7.96,2108,86.48,13.52,71.05,0.0,6,Sunday,1,2026,1,Winter,5.2,0.3,0.0,8.3,1.1,4.7,0.0,0.0,0.0
2026-01-12,86055,79402,6653,60956,25099,30883,9.7,7.37,2130,92.27,7.73,70.83,35.89,0,Monday,1,2026,0,Winter,3.7,0.0,0.0,5.0,-0.6,2.2,0.0,0.0,0.0
2026-01-13,100504,92139,8365,72226,28278,36003,10.1,7.71,2153,91.68,8.32,71.86,35.82,1,Tuesday,1,2026,0,Winter,2.1,0.0,0.0,8.9,1.7,5.3,0.0,0.0,0.0
2026-01-14,104538,95286,9252,75492,29046,36877,10.28,7.82,2158,91.15,8.85,72.21,35.28,2,Wednesday,1,2026,0,Winter,2.1,0.0,0.0,11.1,7.2,9.15,0.0,0.0,0.0
